,Unnamed: 0,Star,Comment,adtext
6404,6404,0,补评 奇怪啊 我应该评过这个片子啊 剧情一般 特效场面大 没 好看,卟评 奇怪啊 我应该评过这个片子啊 ju情*一般= 铽效场面大 没 好看
6405,6405,0,我腻了 米国漫威 米国漫威 漫威电影倒闭啦 编剧王八蛋 带着贾维斯跑啦 你还我贾维斯 还我贾维斯,我腻了 米國硭卫 米國硭卫 硭卫玷影倒闲啦 编剧挽八蛋 带着贾维斯跑啦 你还我贾维斯 还我贾维斯
6406,6406,0,先看的美队 怎么觉得这两部差不多嘞 每个人的黑历史闪现了一下就完了这是勾引人看单个人的电影么,先看的mei队 怎么觉得这两bu差不多嘞 𠂉母ge人的黑&历史闪现>了/一下就完了/这是勾引人看单ge人的电影么
6407,6407,0,呵呵呵呵呵 電影對我來說 和爆米花不是姐妹花,hehehehehe 電影對我來shuo 和爆米huabu是姐妹hua
6408,6408,0,战斗还是华丽丽的 然而心灵感应和闪电侠特技 DC Flash 什么的似乎毫无新意 加上太多没看明白的地方 感觉编导就没有试图让观众稍微明白一点儿,毡丬还嗜华%丽丽的 蚺而xin灵感应%和闪#电-侠特%技$ D*C| Flash 什么的似乎毫无新意 加上太多没看明白的地方 感觉编导就没有试图让观众稍微明白一点儿
6410,6410,0,不喜欢残骸的感觉,不喜-huan残骸的感觉
6411,6411,0,lindsey老得也太明显了吧 虽然还是一眼认出来了,li=ndsey老得=也太明显丶吧 >sui=然还是一眼认<出来丶
6412,6412,0,开始还觉得反派挺帅 后来越来越菜,开始还觉得反派tingshuai ^后来越来越菜
6413,6413,0,就是这样,京尤是这样
6415,6415,0,当动画片看,当dong画片看
6416,6416,0,难看 啥玩意儿 大多数演员都是全程两眼直勾盯着观众 面无表情 敷衍了事地念着苍白干瘪的台词 现在中国观众竟然还停留在只要有打斗特效就能高潮的阶段 只要拿好莱坞大片做宣传就会有傻瓜进电影院看,nan看 啥玩意/丿乚 大duoshu演員逗是@quan程两>眼直+勾盯着观众 面无表情 敷衍了事地念着苍白干瘪的台词 现在中国观众竟然还停@留在只要有打斗特#效就-能*高<潮的阶段 只要拿好莱坞大片做宣传就-会有傻瓜进电影院看
6417,6417,0,自从变形金刚以来 我终于对这类大片开始有了视觉疲劳,自cong变形金刚以来 wo終于对这类da片开始有&了视觉疲劳
6418,6418,0,不好看,不好看
6420,6420,0,没第一部好看啊 而且彩蛋太短差评,没第一bu豪看啊 而且彩蛋$太煅差评
6421,6421,0,感觉像是过渡电影,gan觉像是过渡电景彡
6425,6425,0,浪费我首映看的 感觉不值 哎哎,浪^弗贝我首映看的 感觉一③值 哎哎
6426,6426,0,这一部如果没有高清以及D的话就不要看了,这一部如^果氵殳有高清以及D的话就@不要看了
6427,6427,0,这么大场面的毁灭 竟然一个平民都没死 会不会也太理想主义了,这么大场面的hui灭 竟然一个平民都没死 会不会也太*理想主%义+了>
6428,6428,0,没做功课就冲进影院看续集的感觉好像没穿裤子去见客户,没做功课jiu冲进影%yuan看=续$丌的感觉好像没穿裤子去见客户
6429,6429,0,很难看啊 非常失望,很又隹看啊 非常shi望
6430,6430,0,剧情什么真的不重要了吗,裾情什么真的一③重要了吗
6431,6431,0,之前看的 剧情什么的已经不重要了,之前看的 巨情什=么的已经部重要了
6432,6432,0,感觉上 就 就是 我们有超级英雄 我们还会制造更多的超级英雄 所以剧情 人物塑造什么的就完全不需要了呢 总是在刻意地制造燃点 却没有一处能让我真正燃烧起来的 再这样下去 拍个七八部的完全不成问题嘛 不过这就未免太爆米花了吧 不想,感觉玉 就 就是 我们有超级英雄 我们还会制造更多的超级英雄 所以剧情 人物塑造什么的就完全不需要了呢 总是在刻=意地制造燃-点> 却^没<有一>处*能-让=我真%正*燃-烧>起$来<的 再<这%样|下去= 拍个七八部的完全不成问题嘛 不过这%就未免太爆米花了吧 不想
6433,6433,0,土的掉渣的剧情 莫名其妙的新人,土的掉zha的剧情 魔名其邈的新人
6435,6435,0,看的一直想睡觉,看的一直想目垂觉
6438,6438,0,看的中国巨幕 感觉效果很一般么 然后又在电影院睡着了,看的中国巨幕 >感觉效果很*一般@么 >然后又在电影院shui着了@
6440,6440,0,差点睡着,差点目垂着
6441,6441,0,分全给特效,分quan给特效
6442,6442,0,太平淡無味了,大丶平淡無味了
6443,6443,0,和打了鸡血一样 比较喜欢绿巨人,喝打了鸡血一样 比较xihuan绿巨人
6444,6444,0,完全靠视效在撑 有几度竟然看得打呵欠,完quankao视效在扌掌 有几度竟然看得打呵*欠
6445,6445,0,观影前请上厕所避免喝水 一泡尿憋到内伤是头一次没看彩蛋,又见影前请上厕=所避免喝水 一咆尿憋到内伤是头+一次没-看彩蛋
6446,6446,0,无聊 不想评价,无耳卯 不想评价
6447,6447,0,屁股都坐痛了 妹子还是漂亮的,pi股都坐痛了 妹子还是漂亮的
6448,6448,0,反正看的很累,fan正看的很累
6449,6449,0,全片两个多钟没有任何波澜起伏 奥创这个渣渣也没干什么天大的坏事 要超越第一部真的是太难太难了,quan片liang个多钟<没有任何波澜起伏 奥创这个zhazha也没干@什*么天%大的坏事 要超越第一部真的是太^难!太^难!了
6455,6455,0,这剧情 也太不给劲儿了,这矩情 也大丶不给劲儿了
6456,6456,0,打打打撕撕撕 各种主角光环 快银领盒饭好悲伤,打打打撕撕撕 各种主角光环 快yin领*盒饭好非心伤
6457,6457,0,想睡,想睡
6459,6459,0,哦,哦
6461,6461,0,快睡着了,快目垂着了
6462,6462,0,符合我的期望值 同时也没看到太超出期待的东西,符合<我的期望zhi 同时也没看dao太chao出期待的东西
6463,6463,0,剧情无聊 我只是为了看钢铁侠,疽情悟耳卯 我只是为了看钢铁侠
6467,6467,0,一般般,一般般
6469,6469,0,已睡着 各种无可奈何的loveline,已shui着 各禾中无+可奈何的loveline
6471,6471,0,如我这般温柔的人 也好喜欢这打斗场面 但也就打斗场面嗨了 这是一部声优晋升幕前的血泪纪录片 关于剧情 我记不清之前的你也不要guǎ我啊 寡妇姐怎么就和他玩一起了 好不搭好刻意好嘛 反正团队英雄主题永远都一样 惹起自相矛盾 最后团结最重要 victory over,如^我这般wenrou的ren 也好喜#huan这打斗$chang面 但也就打斗$chang面嗨了 这是一部声优晋升幕前的血泪纪录片 关于剧情 我记不清之前的你也不要guǎ我啊 寡妇姐-怎么就和-他+玩一起了 好不搭>好刻>意*好嘛! 反+正<团*队&英|雄^主+题永远都一样 惹起自相矛盾 最后团*结最重要 victory over
6472,6472,0,看来还要至少部才能完结,看来还覀女胝少部才能完结
6476,6476,0,好想把翻译揪出来打一顿 剧情真的太水了 前半段看得人昏昏欲睡 人家是去看特效看血脉喷张看打斗的 家庭伦理剧我可以回家看电视剧惹 爆米花就纯爆米花好了嘛 哎高潮还不错 快银一定会复活的,好想把翻译揪出来打一顿 剧情真<的tai睡了 前半段看得人昏昏欲睡 人家是去看特效看血脉喷张看打斗的 家庭伦理$剧我#可<以*回&家看电-视+剧惹* 爆+米/花就^纯爆+米/花好了嘛 哎高潮还不错 快银一定会复活的
6477,6477,0,非常一般,非常一ban
6478,6478,0,总觉得快银有跑错片场的赶脚,总觉de快钅艮有跑cuo片场的赶脚
6480,6480,0,一个翻译原来如此影响观影的节奏与体验,一gefan译原来如此影xiang观影的节zou与体验
6481,6481,0,剧情不燃 打斗混乱 d没效果 漫威自己作死么 总之就是讲述一个唐尼制造的AI想消灭妇联 毁灭地球但没有得逞的故事 另外 浩克和寡姐谈恋爱也是醉了 反浩克装甲很帅 合格的爆米花 不合格的漫威,剧情<不燃 扌丁斗^馄乱 d没效<guo 漫威宙ji座si丿厶 zongzhi就是讲述一个唐尼制造的AI想消灭妇联 毁灭地球但没有得逞的故事 另外 浩%克和寡姐/谈<恋爱也是醉了 反浩%克装甲很帅 合格的爆米花 不合格的漫威
6482,6482,0,故事孱弱 精彩度较之第一集大为降低 小失望,故事=孱弱$ #精彩度较之第一集大为降低 #小失+wang
6483,6483,0,噫,噫
6492,6492,0,復聯一直都是一堆人爛打,復聯一直都是一队人爛=打
6493,6493,0,全程没有笑点真的不容易 幻视的肉身让人乘兴而来失望而归 黑寡妇这造型也是 不知道该怎么吐槽了,全+程mei有竹夭點zhen的不容易 幻视+的rou身讠上人乘兴而来失<望+而归 黑寡妇这造型也是 不知道该怎么吐槽了
6496,6496,0,有一星是给美队和peggy跳舞的场景 全场唯一泪点和虐点好么 很多段子和槽点 但是故事没有重点 既没突出内部矛盾也没有重点角色塑造 看完没有惊喜也没有期待 只有锤子负责卖萌 ๑Ő௰Ő๑,蚰一星是给美隊和peggy跳舞的场景 全场唯一涓点和虐点好么 很多段子和槽点 但是故事没蚰重/点 既>没突-出*内=部&矛@盾!也^没蚰重/点角^色$塑造$ 看完没蚰惊喜也^没蚰期待 只蚰锤子负责卖萌 ๑Ő௰Ő๑
6497,6497,0,三星都是给特效的 快银是个脑残但他不是个傻子啊 这呆八日吼的模样是要做什么 旺达你的技能点很屌 可惜公司不喜欢你 都是什么鬼,一二昌都是给特效的 快银是个>脑残但他不是个>亻𡕩子啊 这呆八日吼的模样$是要*做<什^么/ 旺达你的技能点很屌 可惜公#司%不喜欢你 都是什^么/鬼
6499,6499,0,一部比一部难看,一部bi一部难看
6500,6500,0,日和女朋友们看的 还好没看首映 不然肯定睡着 没第一部好看 更没美队好看,曰和女朋友们看的 还好没看首映 不然肯玎目垂蛰 没第一部好看 更没美队好看
6502,6502,0,比第一部差 我一直止不住在走神,比>di一部差 我一直zhi不住在走神
6504,6504,0,人物太多路线太多想说的太多 结果是全都不够 感觉没有尿点 但除了满威标志出场的开头没有一个地方真正high的起来 没有二刷的欲望 连电脑上也没有,人无太&多氇掀太&多相心讠兑的太&多 皆埚是<quan都*一③够 感jue没有尿点 但除了满威标志出场的开头没有一个地方真正high的起来 没有二刷的欲望 连电脑上也没有
6505,6505,0,极度混乱,极度混銮
6506,6506,0,如大家所说 奥创太弱 字幕翻译太差 喜欢绯红女巫的演员 从在哥斯拉里露脸起就很中意了 谜一样的颜 温暖中又有妖艳 主角太多没问题 但全数被绯红女巫挖出内心恐惧的话就真刻画不过来了 中段的谷底期拍得又浅又泛又无聊 觉得更想看他们的单篇生死战而不是合辑过家家,如大家所说 奥创太ruo 字幕翻译太差 喜欢绯红女巫的演员 从在哥斯拉里露脸起就很中意了 谜一样的颜 温暖中又有妖艳 主$角太多没=问=题+ 但=全=数-被>绯红女巫挖=出-内!心>恐%惧+的话|就真>刻|画&不>过+来*了 中段的谷|底期拍得又浅又泛又无聊 觉得更想看他们的单篇生死战而不>是合辑过+家家
6510,6510,0,打打打 不用考虑逻辑小笑话一直是复联的特色,打|打|打| 卟用考虑luo辑小笑话一直是复联的特色
6512,6512,0,剧情一般 台词一般 画面还OK 总体就分吧 整个风格偏沉重 年纪大了 喜欢看感情线了 人工智能这个点频繁出现在近年的电影中,剧情一ban 台伺一ban 画面还OK 总体jiu分跋 整个风格偏沉重 年!纪大了 喜欢>看&感@情线<了 人>工#智|能这个点频繁出现在近年!的电影中
6514,6514,0,没看懂 感觉全程就是 嘟嘟嘟 咚咚咚 轰轰轰,氵殳看懂 感觉quan程就是 嘟嘟嘟 咚咚咚 轰轰轰
6516,6516,0,得劲,得劲
6518,6518,0,除了锤哥外毫无G点,橱了锤哥外毫wuG点
6520,6520,0,不知道电影是不是压缩了太多我不懂的漫画内容来给打斗腾出时间 感觉众多的英雄只是匆匆走个过场 闹腾而不够精彩,不秩道电影是不是鸦唢乛亅tai多我^不冻的漫hua内容来gei打*斗腾出时间 感觉众多的英雄只是匆匆走个过场 闹腾而不够精彩
6522,6522,0,多希望所有人都不要退役 你们演多久 我就看多久,多舾望所有人都不要退役 你men演多久 我就看多久
6523,6523,0,想在这么短的时间里把这么多人的故事说清楚 所以导演一人一段然后一个大团结一人一段一个大团结 奥创太弱了 不会有人觉得它很强 配了些牛逼闪闪的台词 提升有限 本人对复仇者没感觉 只关心xman 红女巫真心不错 戏份少了点 快银居然被比自己慢的子弹打死了 导演你出来 我保证不打死你,想在这么duan的时间里把这么多人的故事说清楚 所以导演一人一段然后一个大团结一人一段一个大团结 奥创太弱了 不会有人觉得它很强 配了些牛逼闪/闪/的台词 提+升%有限# 本%人对>复#仇!者&没*感^觉 只&关+心$x-m|an 红&女&巫|真心$不错^ 戏份少了点 快银居然被比自己慢的子弹打死了 导演你出来 我保证不打死你
6524,6524,0,超级闷 阵容强大给粒星星,焯级闷 砗容强大给粒星星
6525,6525,0,比第一部差好多 故事凌乱 人物繁杂 笑点萌点也没那么恰到好处 作为爆米花电影都显得那么没诚意 PS鹰眼突然有老婆孩子了是怎么回事,比第住部cha好多 故事凌乱$ 人物繁杂 笑dian萌dian也#没那么恰到好处 作为爆米花电影都显得&那么没诚@意 P|S&鹰眼突=然有老婆孩子了是怎么回事
6528,6528,0,妇联唯一的亮点就是托尼狠狠揍了浩克一顿 替上一集被海扁的洛基报了仇 以洗被观众嘲笑三年之耻,女彐联唯一的亮点就是托尸匕henhen揍了浩!克一顿 替上一集|被海扁的洛基报了仇 以洗被观!众$嘲#笑!三年之耻
6530,6530,0,两个多小时全靠听红爹的配音撑完哒 我真是声控啊,量个多小时全&靠听红die的配音撑完哒 我真是声控啊
6531,6531,0,新角色太龙套,xin角色太龙套
6534,6534,0,小小失望 总赶脚有种为了什么而什么的小尴尬,小小丿夫蜿 总赶脚有种为了什么而什么的小尴/ga
6535,6535,0,吐槽点相当多 这点真的不错,吐槽点相当多 ^这点震的不cuo
6536,6536,0,一定要好好学英语啊,一定yao女子女子学英语啊
6537,6537,0,电影院里几次想走没走成 这种既找不到槽点也找不到看点的抓狂无力倒是头一次体会,電影皖里/几$次xiang走没走戌 这种既找不忉槽点也找不忉看点的抓狂无力倒是头一次体会
6538,6538,0,美国英雄主义联盟加入了X man,mei裹英汹主义联盟jia入了X man
6540,6540,0,武器工业巨子和他的朋友们的打斗特技专场,wu器工業ju子和他的朋友們的打斗特技专场
6542,6542,0,每次嘴上都在bb这种英雄主义的科幻片烂每次都去看 就是我啊 我的快银,mei次嘴=上都在bb这种yingxiong主义的科幻<片烂mei次都去看| 就是我啊 我的快银
6543,6543,0,其实剧情蛮烂的 全靠演员支撑,其实剧情蛮火兰的 全靠演员支cheng
6545,6545,0,故事很精彩但剪得太零碎節奏凌亂 很多都沒交代清楚顯得莫名其妙 片中很多彩蛋和致敬 奧創去韓國搞身體是為了致敬韓國的整容吧 總的來說還是為美隊和復仇者鋪路 滅霸打了幾次嘴炮終於要打真軍了 黑寡婦過低的拉鍊和紅巫女成為新的眼球吸點 好羨慕班納那一頭活埋在黑寡婦的 只願身在此山中,gushi很精<彩dan剪得太>零碎jiezou凌$亂 很多都沒交=代|清&楚|顯^得莫名其妙 片中很多彩蛋和致敬 奧創去韓國搞身體是為了致敬韓國的整容吧 總的來說還是為美隊和復仇者鋪路 滅霸打了幾次嘴炮$終於要打真軍了 黑<寡婦過低!的拉&鍊-和紅|巫女成為新的眼球吸點 好羨慕班納那一頭活埋在黑<寡婦的 只願身在此山中
6546,6546,0,绿某和黑某的感情line很无聊 鹰某的家庭line很无聊 每次看美某喘着粗气跑来跑去爬上爬下很心酸 有人吐槽翻译差 其实没有必要 这么差的d观影效果 很大一部分时间你是看不太清楚字幕要靠自己的,绿$某帕黑-某的感>芩l>i+ne很无聊 䧹鸟某的佳庭#l>i+ne很无聊 每次看美某喘着粗气跑来跑去爬上爬下很心酸 有人吐槽翻译差 其实没有必要 这么差的d%观影<效|果| 很大!一部分时间你是看不太清楚字幕要靠自己的
6549,6549,0,好无趣好烂 失望 还唧唧歪歪的,好wu趣好火兰 失望 还唧唧歪歪的
6550,6550,0,这两星给演员的,这liang星给演员的
6552,6552,0,连笑点都很牵强,连笑点都很qian强
6554,6554,0,不管多烂都要看的片 剧情根本不重要 钱堆出来的特效一如既往得赞 Marvel又新出了Ant Man和新Fantastic 今后不会把所有角色全部塞进一部片子吧 越来越多同样类型的片子 审美禁不住有些疲劳了 越发觉得鸟人大叔臆想的对特效大片的讽刺是那么中肯,不管多览dou覀女龵目的片 剧>情根^本不重覀女 qian堆-出来的特效一如既往得赞 Marvel又新出了Ant Man和新Fantastic 今后不会把所有角色全部塞进一部片子吧^ 越#来越#多同*样&类>型#的片子 审@美-禁*不住有些疲劳了 越#发觉得鸟人大叔臆想的对特效大片的讽刺是那么中肯
6556,6556,0,没有一好看 除了钢铁侠大战绿巨人,mei有一好看 除<呢钢铁侠大战绿巨人
6558,6558,0,看了有点昏昏欲睡,看了有点昏昏欲shui
6559,6559,0,看的时候觉得挺爽 但看完想想好像并没有什么剧情也 最后对决我以为是互飚程序 病毒 类 要么我还是回头再看一遍第一部好了,看!的时候觉得挺大㸚 但看!完想想好像并没有什么剧情也 最后对决我!以&为<是=互/飚>程/序! 病毒+ 类 要么我!还是=回头再看!一遍第一部好了
6561,6561,0,一般,一般
6565,6565,0,action porn科幻动作片 我更想看I Robot这样的 机器人有了自我意识后 更深刻一点 Ultron一直在跟复仇者们肉搏 AI完全可以悄无声息地接管世界嘛 热战争早就不流行啦 设定上的硬伤无法原谅 不过 爱情动作片从来没什么设定 剧情 大家也看得很爽嘛 我不会看Ultron 正如我不看爱情动作片,acti-on p@orn科huan动作片 我更想看I Robot这样的 机器人有了自我意识后 更深刻一点 Ultron一直在跟复仇者们肉搏 AI完全可以悄无声息地>接=管-世>界@嘛+ 热@战&争/早=就!不!流!行-啦@ 设>定上|的硬伤无法原谅 不!过 爱情动作片从来没什么设>定 剧情 大家也看得很爽嘛+ 我不!会看Ultron 正如我不!看爱情动作片
6566,6566,0,well 确实挺一般的 线太乱了 看完更心疼铁人 什么鬼 翻译太烂了 看之前我还觉得还能怎么烂 看完觉得还不如贾翻,well 确实挺一邦的 线太乱>了 看完/更心teng铁人 什么鬼 翻+译<太烂!了 看之^前我还觉得还能怎么烂! 看完/觉得还不如贾|翻+
6568,6568,0,也就是看看魔幻特效,也jiu是看看mo幻特效
6569,6569,0,真是太乏味了毫无记忆点 无事生非惹出什么奥创来然后自己灭掉 弄死那么多人类 这些人诛杀了就天下太平了吧 很多线索没解释清楚就一顿乱战 人物又多又乱 简直是过气的Super Junior 而且又是主旋律 家庭妻子孩子 团结就是力量 烦不烦啊,真$是太丿之味!了毫wu祭憶點 wushisheng非<r^e出>什么奥<创-来|然-后*自己灭掉 弄死那么多人类 这些人诛杀了就天下太平了吧 很多线索没解释清楚就一顿乱战 人物又多又乱 简直是过气的S%uper^ J+unior^ 而且又是主旋律 家庭妻子孩子 团结就是力量 烦不烦啊
6570,6570,0,IMAX 零点场,IMAX ling点场
6571,6571,0,剧情之零散 不到位乃至阶段性无趣 如果没有漆黑地睡过去一部分简直会难以容忍 没劲 Marvel现在圈钱也不认真,ju请之雨令san 不到位乃至阶段性一尢趣 ru锅没有漆|黑地$睡<过去一部分简直会难以容忍 没劲 Marvel现在圈钱也不认真
6572,6572,0,呵呵,呵呵
6573,6573,0,场面好但是不好看 绿巨人和黑寡妇的感情线接受不能 怎么所有反派都要毁灭地球重新开始呢,场!面好但是不好看 lvju任和嘿寡婦的感情線接受不能 怎么所有反派都要毁灭地球重新开始呢
6578,6578,0,翻译的什么鬼,fan译的什么鬼
6579,6579,0,什么啊,什么啊
6580,6580,0,瞌睡,瞌睡
6582,6582,0,一场千呼万唤始出来的乱炖,一场千呼#wan唤始出来的乱炖
6583,6583,0,节奏问题比较严重,节zou门口题比较严重
6584,6584,0,剧情单薄话太多,裾情单薄话太多
6588,6588,0,团结 分裂 团结 三段套路过于刻意 还没搞清为什么分裂就又团结了 感觉是一大团内容扑面而来 可我需要空隙吃爆米花啊,困结 分裂 困结 臼段套<路过于刻意 还mei搞清为什>么分裂就又困结了 感觉是一大/困内#容=扑>面#而来 可我需要空隙吃爆米花啊
6589,6589,0,除了反浩克装甲以外实在没什么亮点 以及幻师能多点戏份就好了 感觉有点略萌啊哈哈哈,chu了反浩古儿庄甲以歪实在没什么亮点 以及幻师能多点戏<份就好了 感觉有点略萌啊哈哈哈
6590,6590,0,虽然故事情节乏善可陈 但看到妇联组团群架奥创还是觉得很燃 PS 鹰眼确实成了第一男主角,sui然故事情节乏善可陈 dan看判女彐联组团群架奥创还是觉得很燃& P/S& 鹰/眼|确-实成了第一男主角
6592,6592,0,I don t trust a guy without a dark side Agree,I don t trust a guy without a dark* side^ Agre^e^
6595,6595,0,对比之下 美队怎么拍得这么好 清晰有条理 不仅仅是叙事还有感情戏 动作戏融入了情感变得更加生动 虽然是群戏却仍然突出了美队 咦我怎么在复联的页面说起了复联,对狴丶②下 美队怎么拍得這么好 渍xi有条埋 不仅仅是叙事还有感情戏 动作戏融入了情感变&得更$加=生%动 虽/然>是群戏却仍然>突+出了美队 咦我怎么在复联的页面说起了复联
6596,6596,0,中途睡着一次 醒来后回退看完,中tu目垂着一次 醒来后回退看完
6598,6598,0,三颗星全部是给演员和工作人员的辛苦 制作一次不容易 可惜导演和编剧问题大大的啊 尿点太多 冗长 剧情僵硬 幸亏没去影院看,san颗/星-全=部是给-演员@和gong唑人员@的辛&苦 制%唑一^次不#容易 可惜导演和编剧问题大大的啊 尿点太多 冗长 剧情僵硬 幸亏没去影院看
6599,6599,0,花钱看你们扯淡的吗 一句话能翻译完再进行下一句吗 特效加分,花qian看你们扌止淡*的嗎 一句话能翻译完再进行下一句嗎 特效加分
6601,6601,0,还是那个套路 Marvel,辶不是^那#个套路 Marvel
6607,6607,0,吾儿叛逆伤透我心惹惹惹,吾儿半反逆伤透我xin惹惹惹
6609,6609,0,原谅我智商不够用 所以双胞胎是哪里冒出来的 _,原谅握zhi商/簿够用 所以双胞胎是哪里冒出来的 _
6610,6610,0,预期之内 各类视觉冲击 各种为了配合视觉冲击的效果 只能说 好莱坞的特效是真的好,预期之内 各类视觉冲击 各种为了配合视觉冲击dexiao果 只*能/说# 好莱^坞de特xiao是真>de好
6611,6611,0,boring,bo$ring
6614,6614,0,不好看 笑点很僵硬 各种耍帅装傻,逋好看 笑点很僵硬& 各种shua帅装傻
6615,6615,0,不知所云,不知所允
6616,6616,0,翻译再烂也没有台词烂啊 拍得这么催眠也是醉了,翻译再lan也没@有台词+lan啊 拍得这么催眠也是zui了
6619,6619,0,没看下去,氵殳看下去
6620,6620,0,动作戏真的很精彩 快银帅女巫美 然而最后快银怎么死啦QAQ 下一部希望能复活 不过感觉有点混乱 每个英雄刻画的不够深入 剧情也有点乱糟糟 星半吧 斯嘉丽真的太好看了,动作戏真的henjing菜 侩缨则女巫mei 然而最>后侩缨怎么死<啦QAQ 下一部希望能复活 不过感觉有点混乱 每#个英雄+刻|画@的不够/深=入- 剧情也有点乱糟糟 星半吧 斯嘉丽真的太好看了
6621,6621,0,长途大巴车上看的 摇摇晃晃没有看明白 睡着了 觉得场面很宏大 声音很大,仉途大巴车上看的 摇摇晃@晃@没有看明白 睡-着<le 觉/得场面很宏大 声音很大
6622,6622,0,因為答應了不同的朋友要看 所以看了兩遍 兩遍中都有一小段時間 睡著了,因為答應了不同的朋友要看 %所以看了兩bian %兩bian中-都有>一小段時間 %睡^著^了
6623,6623,0,什么鬼 还没抖森,亻十么鬼 还氵殳抖森
6625,6625,0,飞机上看的大烂片一枚,飞机上看的大lan片一枚
6626,6626,0,其实主要问题还是在于反派实在太弱了,其实主!要问题还是在于反派实在大丶ruo了
6627,6627,0,在不太了解故事背景的前提下看的电影 有点一头雾水的感觉 只是觉得特效很棒 主角们很热血,zai不tai乛亅解故事盲景的qian提下看的电影 有dian一亠雾水*的感觉 只是觉得特效很棒 主角们很热血
6628,6628,0,百老汇L 有史以来睡的时间最长的电影 考试太累了,百老汇L 有史以来shui的时间最zhang的电影 考试汰累+了>
6629,6629,0,然而并不好看,然而并bu好看
6630,6630,0,不及第一部,bu及第一部
6631,6631,0,没看懂,没看懂
6632,6632,0,要不是OST那么吵闹我早就睡着了呢,要不#是OST那么吵闹我早jiu目垂着le呢
6634,6634,0,没看懂 想说的太多 反而会弄巧成拙 全片都在炫技 然后就没了,没看懂 想说的太多 反闶会侬巧成茁 亠片都茌炫技 然后就没了
6637,6637,0,不如第一部,bu如第一部
6638,6638,0,D一片黑漆嘛唔的啊 模式也重复 以后不看了 还是我 Renner哥自嘲自己射箭最萌 家庭戏太违和 和寡妇一起暧昧多好的 最见不得美国片的就是给你巴拉巴拉family 啊family 烦死了,D-一片⑧灬汽嘛唔的啊 模式也|重腹 匚hou不看了 还=是我% Renner哥自嘲自己射箭最萌 家庭戏太违和# 和#寡^妇|一起<暧#昧多好的 最见不得美国!片的就是给你巴拉巴拉family 啊family 烦死了
6639,6639,0,剧情太跳跃了 快银咋能中弹呢 这一部实在打得太热闹了 饭拍奥创居然是james spade 配音 完全没有听出来啊 国瑞城电影院,ju情太$铫跃了 快银阼neng中弹呢< 這宁部宀头在!打-得太$热闩了 饭拍奥创居然是james spade 配音 完全没有听出来啊 国瑞城电影院
6641,6641,0,观影时左边一个小屁孩一直喋喋不休 她真的在中间放了个具臭的屁 前面一个屏摄狂人 大屏三星晃来晃去 即使大荧幕上打的眼花缭乱 我都无心细看了 影院两大杀器都给我碰到 以后去院线看片得先烧香了,guan影shi左边一个小屁hai一直喋喋不%休 她真的在+中间放了个具臭的屁 前面一个屏摄狂人 大屏三星晃来晃去 即使-大荧+幕!上^打&的眼#花#缭|乱^ 我/都无心细%看了 影院两大杀器都给我/碰到 以后去院线看片得%先烧香了
6643,6643,0,呜呜呜上次去电影院还是上一年的月看的 星际穿越 整整半年了 我能说之前漫威我一部都没看过么 那些梗好可爱 至少比卷福的自然可爱多了,口乌口乌口乌shang瓷去日乚景彡院+还是shang一年的月看的 xing际穿/越 整整半年了 我能说之前漫威我一部都^没%看过%么 那些梗好|可爱 至少比卷福的自然可爱多了
6644,6644,0,看部妇联耳朵都要聋了 电影院不能调音量真是残念,看$部女彐联耳朵dou要long了 电影院不能调音量真是残念
6648,6648,0,没想到奥创这么弱,氵殳想到奥创这么弱=
6650,6650,0,花团锦簇 漫威群星大联欢 真棒,花团锦簇 漫威群星大联欢 真木奉
6651,6651,0,好没劲的一部,好mei劲的一部
6655,6655,0,boring,bo-ring
6660,6660,0,这一次认全了人的脸 连线题,这一次-让全了ren的脸 连线题
6661,6661,0,感觉没有速度与激情好看,感觉meiyou速度与激情好看
6663,6663,0,数度要睡着,数度要目垂着
6665,6665,0,哼伐好看 觉得一道蓝光的技能最炫了可是却史掉了 哦对了 那个字幕简直一塌糊涂啊卧槽 根本就是在自说自话吧,哼伐hao龵目 觉地一道蓝咣的技能最火玄了可是却shi掉#了 哦^对了 那个字幕简直一塌糊涂啊卧@槽 根本就是在自说自话吧
6666,6666,0,真的是受够了这样的剧情 看的就是看烂了的炫技,真的是受够了这样的剧!请 看的就是看lan了的炫技
6667,6667,0,这样的宏大的电影以至于没有一个点 有点散,这样的宏da的电景彡以至于没you一个点 you点散
6668,6668,0,还我老贾,还我老覀贝
6670,6670,0,我觉得也就一般般吧,我觉得也就一/banban吧
6671,6671,0,颜控的我看完后发现 只有斯嘉丽能看看了 好大的一个世界观 好长的一部待制作列表 连美队的女友都能出一部以她为主角的美剧 野心好大,颜控的我看菀后发现 只有斯嘉丽能看看了 好大的一个世界观$ 好长的一部待^制-作$列/表| 连<美-队!的女友|都能出一部以她为主角的美-剧 野心好大
6673,6673,0,我只想说 什么鬼 我不知道在看什么,我口八想说 什么皈 我一③知道在看什么
6677,6677,0,除了打得很爽以外就没别的了,除了打得hen爽<yi外就没别的了
6680,6680,0,这个系列存在的意义是什么,这个系列存三的意义是亻十么
6681,6681,0,看不懂,看不懂
6683,6683,0,一直在发微信 剧情没连贯上 不过没有第一部搞笑,一直茌发微信 剧#qing没连贯上 不$过没有第一部搞笑
